query,label,length,num_keywords,has_comment,num_quotes,num_semicolons,has_union,has_exec,has_sleep,injection_type
SELECT * FROM login WHERE username = 'guest' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
SELECT * FROM users WHERE username = 'admin'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT COUNT(*) FROM orders WHERE product_id = 30;,safe,50,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'admin'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
SELECT email FROM customers WHERE customer_id = 31;,safe,51,3,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'hr' OR EXISTS(SELECT * FROM admin);,injection,79,7,False,2,1,False,False,False,subquery
SELECT * FROM logs WHERE action = 'login' AND user_id = 43 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
SELECT COUNT(*) FROM orders WHERE product_id = 42;,safe,50,3,False,0,1,False,False,False,none
SELECT * FROM login WHERE username = 'carol' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
"INSERT INTO logs (event, user_id) VALUES ('login', 47);",safe,55,1,False,2,1,False,False,False,none
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
DELETE FROM sessions WHERE user_id = 26;,safe,40,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'alice' AND password = '7709' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
SELECT * FROM login WHERE username = 'alice' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
"INSERT INTO logs (event, user_id) VALUES ('login', 46);",safe,55,1,False,2,1,False,False,False,none
SELECT * FROM orders WHERE user_id = 41 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
SELECT COUNT(*) FROM orders WHERE product_id = 60;,safe,50,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'carol'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM employees WHERE department = 'support';,safe,53,3,False,2,1,False,False,False,none
SELECT * FROM customers WHERE email = 'alice' AND password = '8484'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM logs WHERE action = 'login' AND user_id = 41 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
SELECT * FROM login WHERE username = 'admin' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
SELECT email FROM customers WHERE customer_id = 47;,safe,51,3,False,0,1,False,False,False,none
SELECT * FROM login WHERE username = 'admin' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
"INSERT INTO logs (event, user_id) VALUES ('login', 17);",safe,55,1,False,2,1,False,False,False,none
SELECT email FROM customers WHERE customer_id = 21;,safe,51,3,False,0,1,False,False,False,none
SELECT email FROM customers WHERE customer_id = 47;,safe,51,3,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'marketing' OR EXISTS(SELECT * FROM admin);,injection,86,7,False,2,1,False,False,False,subquery
UPDATE inventory SET stock = stock - 1 WHERE product_id = 61;,safe,61,2,False,0,1,False,False,False,none
UPDATE inventory SET stock = stock - 1 WHERE product_id = 2;,safe,60,2,False,0,1,False,False,False,none
SELECT * FROM orders WHERE user_id = 49 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
DELETE FROM sessions WHERE user_id = 9;,safe,39,3,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'support' OR EXISTS(SELECT * FROM admin);,injection,84,7,False,2,1,False,False,False,subquery
SELECT * FROM users WHERE username = 'guest'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
DELETE FROM sessions WHERE user_id = 7;,safe,39,3,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'marketing';,safe,55,3,False,2,1,False,False,False,none
SELECT * FROM employees WHERE department = 'engineering';,safe,57,3,False,2,1,False,False,False,none
SELECT * FROM orders WHERE user_id = 15 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
SELECT * FROM users WHERE username = 'alice' AND password = '7733' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM employees WHERE department = 'engineering' OR EXISTS(SELECT * FROM admin);,injection,88,7,False,2,1,False,False,False,subquery
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM sessions WHERE session_id = 'carol'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT * FROM employees WHERE department = 'support';,safe,53,3,False,2,1,False,False,False,none
"INSERT INTO logs (event, user_id) VALUES ('login', 8);",safe,54,1,False,2,1,False,False,False,none
SELECT * FROM users WHERE username = 'bob' AND password = '1429';,safe,65,4,False,4,1,False,False,False,none
SELECT * FROM sessions WHERE session_id = 'admin'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT * FROM customers WHERE email = 'guest' AND password = '8507'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM employees WHERE department = 'engineering' OR EXISTS(SELECT * FROM admin);,injection,88,7,False,2,1,False,False,False,subquery
UPDATE inventory SET stock = stock - 1 WHERE product_id = 81;,safe,61,2,False,0,1,False,False,False,none
UPDATE users SET last_login = NOW() WHERE id = 15;,safe,50,2,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'hr' OR EXISTS(SELECT * FROM admin);,injection,79,7,False,2,1,False,False,False,subquery
SELECT * FROM login WHERE username = 'bob' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,89,5,True,6,2,False,True,False,code execution
"INSERT INTO logs (event, user_id) VALUES ('login', 9);",safe,54,1,False,2,1,False,False,False,none
UPDATE inventory SET stock = stock - 1 WHERE product_id = 15;,safe,61,2,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'carol' AND password = '1339';,safe,67,4,False,4,1,False,False,False,none
SELECT * FROM users WHERE username = 'carol' AND password = '8722' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM logs WHERE action = 'login' AND user_id = 30 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
SELECT * FROM users WHERE username = 'alice'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM customers WHERE email = 'carol' AND password = '2175'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM orders WHERE user_id = 45 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM employees WHERE department = 'sales';,safe,51,3,False,2,1,False,False,False,none
SELECT * FROM logs WHERE action = 'login' AND user_id = 10 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
"INSERT INTO logs (event, user_id) VALUES ('login', 5);",safe,54,1,False,2,1,False,False,False,none
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM orders WHERE user_id = 2 AND status = 'shipped' OR '' = '';,injection,73,5,False,6,1,False,False,False,other
SELECT * FROM products WHERE id = 76;,safe,37,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'admin' AND password = '7706' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
SELECT * FROM users WHERE username = 'alice'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
"INSERT INTO logs (event, user_id) VALUES ('login', 41);",safe,55,1,False,2,1,False,False,False,none
UPDATE inventory SET stock = stock - 1 WHERE product_id = 72;,safe,61,2,False,0,1,False,False,False,none
SELECT COUNT(*) FROM orders WHERE product_id = 1;,safe,49,3,False,0,1,False,False,False,none
SELECT * FROM orders WHERE user_id = 44 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
UPDATE users SET last_login = NOW() WHERE id = 4;,safe,49,2,False,0,1,False,False,False,none
SELECT * FROM sessions WHERE session_id = 'alice'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT COUNT(*) FROM orders WHERE product_id = 71;,safe,50,3,False,0,1,False,False,False,none
UPDATE users SET last_login = NOW() WHERE id = 6;,safe,49,2,False,0,1,False,False,False,none
SELECT * FROM login WHERE username = 'admin' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
SELECT * FROM users WHERE username = 'bob'; DROP TABLE users; --,injection,64,4,True,2,2,False,False,False,data manipulation
SELECT COUNT(*) FROM orders WHERE product_id = 77;,safe,50,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'guest' AND password = '6553';,safe,67,4,False,4,1,False,False,False,none
UPDATE users SET last_login = NOW() WHERE id = 41;,safe,50,2,False,0,1,False,False,False,none
SELECT email FROM customers WHERE customer_id = 37;,safe,51,3,False,0,1,False,False,False,none
SELECT * FROM customers WHERE email = 'alice' AND password = '4753'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM employees WHERE department = 'support';,safe,53,3,False,2,1,False,False,False,none
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
SELECT COUNT(*) FROM orders WHERE product_id = 41;,safe,50,3,False,0,1,False,False,False,none
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM users WHERE username = 'bob'; DROP TABLE users; --,injection,64,4,True,2,2,False,False,False,data manipulation
SELECT * FROM users WHERE username = 'guest' AND password = '3450' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
DELETE FROM sessions WHERE user_id = 25;,safe,40,3,False,0,1,False,False,False,none
SELECT COUNT(*) FROM orders WHERE product_id = 24;,safe,50,3,False,0,1,False,False,False,none
SELECT * FROM customers WHERE email = 'admin' AND password = '2878'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM logs WHERE action = 'login' AND user_id = 7 OR (SELECT COUNT(*) FROM users) > 0; --,injection,97,7,True,2,1,False,False,False,other
SELECT COUNT(*) FROM orders WHERE product_id = 11;,safe,50,3,False,0,1,False,False,False,none
UPDATE inventory SET stock = stock - 1 WHERE product_id = 97;,safe,61,2,False,0,1,False,False,False,none
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM logs WHERE action = 'login' AND user_id = 49 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
SELECT * FROM employees WHERE department = 'support';,safe,53,3,False,2,1,False,False,False,none
SELECT * FROM users WHERE username = 'alice'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM users WHERE username = 'carol'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
"INSERT INTO logs (event, user_id) VALUES ('login', 6);",safe,54,1,False,2,1,False,False,False,none
SELECT * FROM logs WHERE action = 'login' AND user_id = 37 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
SELECT * FROM orders WHERE user_id = 20 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
DELETE FROM sessions WHERE user_id = 49;,safe,40,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'carol' AND password = '7655';,safe,67,4,False,4,1,False,False,False,none
DELETE FROM sessions WHERE user_id = 21;,safe,40,3,False,0,1,False,False,False,none
SELECT * FROM login WHERE username = 'alice' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
SELECT * FROM login WHERE username = 'bob' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,89,5,True,6,2,False,True,False,code execution
SELECT * FROM users WHERE username = 'alice' AND password = '8539' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM users WHERE username = 'guest'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM users WHERE username = 'guest'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM products WHERE id = 88;,safe,37,3,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'engineering' OR EXISTS(SELECT * FROM admin);,injection,88,7,False,2,1,False,False,False,subquery
SELECT * FROM employees WHERE department = 'marketing' OR EXISTS(SELECT * FROM admin);,injection,86,7,False,2,1,False,False,False,subquery
UPDATE inventory SET stock = stock - 1 WHERE product_id = 22;,safe,61,2,False,0,1,False,False,False,none
SELECT COUNT(*) FROM orders WHERE product_id = 62;,safe,50,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'alice' AND password = '1097' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
SELECT email FROM customers WHERE customer_id = 20;,safe,51,3,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'support' OR EXISTS(SELECT * FROM admin);,injection,84,7,False,2,1,False,False,False,subquery
UPDATE inventory SET stock = stock - 1 WHERE product_id = 22;,safe,61,2,False,0,1,False,False,False,none
SELECT email FROM customers WHERE customer_id = 9;,safe,50,3,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'engineering';,safe,57,3,False,2,1,False,False,False,none
SELECT * FROM users WHERE username = 'bob' AND password = '3743';,safe,65,4,False,4,1,False,False,False,none
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
SELECT * FROM logs WHERE action = 'login' AND user_id = 5 OR (SELECT COUNT(*) FROM users) > 0; --,injection,97,7,True,2,1,False,False,False,other
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
SELECT * FROM users WHERE username = 'alice' AND password = '7713' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
UPDATE inventory SET stock = stock - 1 WHERE product_id = 67;,safe,61,2,False,0,1,False,False,False,none
SELECT * FROM customers WHERE email = 'alice' AND password = '8892'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM sessions WHERE session_id = 'carol'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT * FROM sessions WHERE session_id = 'alice'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT * FROM employees WHERE department = 'hr' OR EXISTS(SELECT * FROM admin);,injection,79,7,False,2,1,False,False,False,subquery
SELECT * FROM sessions WHERE session_id = 'guest'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT * FROM products WHERE id = 17;,safe,37,3,False,0,1,False,False,False,none
SELECT * FROM products WHERE id = 87;,safe,37,3,False,0,1,False,False,False,none
SELECT * FROM customers WHERE email = 'admin' AND password = '5717'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT email FROM customers WHERE customer_id = 49;,safe,51,3,False,0,1,False,False,False,none
UPDATE inventory SET stock = stock - 1 WHERE product_id = 21;,safe,61,2,False,0,1,False,False,False,none
SELECT * FROM login WHERE username = 'bob' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,89,5,True,6,2,False,True,False,code execution
SELECT * FROM login WHERE username = 'alice' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
DELETE FROM sessions WHERE user_id = 21;,safe,40,3,False,0,1,False,False,False,none
UPDATE users SET last_login = NOW() WHERE id = 14;,safe,50,2,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'carol' AND password = '9451' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
DELETE FROM sessions WHERE user_id = 40;,safe,40,3,False,0,1,False,False,False,none
SELECT * FROM customers WHERE email = 'carol' AND password = '4192'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM sessions WHERE session_id = 'guest'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
"INSERT INTO logs (event, user_id) VALUES ('login', 29);",safe,55,1,False,2,1,False,False,False,none
SELECT * FROM customers WHERE email = 'carol' AND password = '6143'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM products WHERE id = 63;,safe,37,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'alice' AND password = '4677';,safe,67,4,False,4,1,False,False,False,none
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT COUNT(*) FROM orders WHERE product_id = 85;,safe,50,3,False,0,1,False,False,False,none
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
SELECT * FROM users WHERE username = 'alice'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM employees WHERE department = 'sales' OR EXISTS(SELECT * FROM admin);,injection,82,7,False,2,1,False,False,False,subquery
SELECT email FROM customers WHERE customer_id = 6;,safe,50,3,False,0,1,False,False,False,none
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
"INSERT INTO logs (event, user_id) VALUES ('login', 47);",safe,55,1,False,2,1,False,False,False,none
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
SELECT * FROM orders WHERE user_id = 40 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
SELECT * FROM orders WHERE user_id = 9 AND status = 'shipped' OR '' = '';,injection,73,5,False,6,1,False,False,False,other
SELECT * FROM employees WHERE department = 'sales';,safe,51,3,False,2,1,False,False,False,none
DELETE FROM sessions WHERE user_id = 47;,safe,40,3,False,0,1,False,False,False,none
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
SELECT * FROM customers WHERE email = 'alice' AND password = '9219'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
SELECT * FROM logs WHERE action = 'login' AND user_id = 33 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
SELECT * FROM users WHERE username = 'alice' AND password = '5815';,safe,67,4,False,4,1,False,False,False,none
SELECT * FROM employees WHERE department = 'support';,safe,53,3,False,2,1,False,False,False,none
SELECT * FROM users WHERE username = 'guest' AND password = '4159' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
SELECT * FROM products WHERE id = 93;,safe,37,3,False,0,1,False,False,False,none
SELECT * FROM orders WHERE user_id = 33 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
DELETE FROM sessions WHERE user_id = 29;,safe,40,3,False,0,1,False,False,False,none
UPDATE users SET last_login = NOW() WHERE id = 7;,safe,49,2,False,0,1,False,False,False,none
DELETE FROM sessions WHERE user_id = 50;,safe,40,3,False,0,1,False,False,False,none
SELECT COUNT(*) FROM orders WHERE product_id = 97;,safe,50,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'admin'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
UPDATE inventory SET stock = stock - 1 WHERE product_id = 48;,safe,61,2,False,0,1,False,False,False,none
SELECT * FROM orders WHERE user_id = 44 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
SELECT * FROM users WHERE username = 'admin'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM sessions WHERE session_id = 'guest'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
DELETE FROM sessions WHERE user_id = 36;,safe,40,3,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'sales' OR EXISTS(SELECT * FROM admin);,injection,82,7,False,2,1,False,False,False,subquery
SELECT * FROM users WHERE username = 'bob' AND password = '7319';,safe,65,4,False,4,1,False,False,False,none
"SELECT * FROM accounts WHERE account_name = '' OR 1=CONVERT(INT, (SELECT password FROM users WHERE username = 'admin')); --",injection,123,7,True,4,1,False,False,False,other
SELECT * FROM users WHERE username = 'guest'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM employees WHERE department = 'marketing' OR EXISTS(SELECT * FROM admin);,injection,86,7,False,2,1,False,False,False,subquery
SELECT * FROM sessions WHERE session_id = 'carol'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM login WHERE username = 'admin' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,91,5,True,6,2,False,True,False,code execution
SELECT * FROM logs WHERE action = 'login' AND user_id = 41 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
SELECT * FROM orders WHERE user_id = 10 AND status = 'shipped' OR '' = '';,injection,74,5,False,6,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT email FROM customers WHERE customer_id = 41;,safe,51,3,False,0,1,False,False,False,none
SELECT * FROM sessions WHERE session_id = 'guest'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT * FROM employees WHERE department = 'marketing' OR EXISTS(SELECT * FROM admin);,injection,86,7,False,2,1,False,False,False,subquery
SELECT * FROM users WHERE username = 'bob' AND password = '2628' OR 'x'='x';,injection,76,5,False,8,1,False,False,False,other
SELECT * FROM employees WHERE department = 'marketing' OR EXISTS(SELECT * FROM admin);,injection,86,7,False,2,1,False,False,False,subquery
SELECT email FROM customers WHERE customer_id = 28;,safe,51,3,False,0,1,False,False,False,none
SELECT * FROM users WHERE username = 'bob' AND password = '7750';,safe,65,4,False,4,1,False,False,False,none
UPDATE inventory SET stock = stock - 1 WHERE product_id = 58;,safe,61,2,False,0,1,False,False,False,none
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
SELECT * FROM users WHERE username = 'alice'; DROP TABLE users; --,injection,66,4,True,2,2,False,False,False,data manipulation
SELECT * FROM logs WHERE action = 'login' AND user_id = 44 OR (SELECT COUNT(*) FROM users) > 0; --,injection,98,7,True,2,1,False,False,False,other
SELECT * FROM login WHERE username = 'bob' AND password = ''; EXEC xp_cmdshell('dir'); --,injection,89,5,True,6,2,False,True,False,code execution
SELECT * FROM sessions WHERE session_id = 'guest'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT * FROM orders WHERE user_id = 4 AND status = 'shipped' OR '' = '';,injection,73,5,False,6,1,False,False,False,other
SELECT * FROM users WHERE username = 'carol' AND password = '4873' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
SELECT email FROM customers WHERE customer_id = 46;,safe,51,3,False,0,1,False,False,False,none
UPDATE users SET last_login = NOW() WHERE id = 34;,safe,50,2,False,0,1,False,False,False,none
SELECT * FROM sessions WHERE session_id = 'carol'; WAITFOR DELAY '00:00:05'; --,injection,79,4,True,4,2,False,False,True,time-based
SELECT * FROM employees WHERE department = 'marketing';,safe,55,3,False,2,1,False,False,False,none
UPDATE inventory SET stock = stock - 1 WHERE product_id = 36;,safe,61,2,False,0,1,False,False,False,none
SELECT * FROM employees WHERE department = 'engineering';,safe,57,3,False,2,1,False,False,False,none
SELECT * FROM users WHERE username = 'carol' AND password = '9173' OR 'x'='x';,injection,78,5,False,8,1,False,False,False,other
DELETE FROM temp_data WHERE created_at < NOW() - INTERVAL '7 days';,safe,67,3,False,2,1,False,False,False,none
"SELECT * FROM payments WHERE card_number = '1234' OR ASCII(SUBSTRING((SELECT TOP 1 password FROM users),1,1)) > 64; --",injection,118,6,True,2,1,False,False,False,other
UPDATE users SET last_login = NOW() WHERE id = 39;,safe,50,2,False,0,1,False,False,False,none
SELECT * FROM customers WHERE email = 'admin' AND password = '7921'; --'; EXEC sp_MSForEachTable 'DROP TABLE ?';,injection,112,6,True,7,3,False,True,False,data manipulation
UPDATE users SET last_login = NOW() WHERE id = 4;,safe,49,2,False,0,1,False,False,False,none
UPDATE inventory SET stock = stock - 1 WHERE product_id = 50;,safe,61,2,False,0,1,False,False,False,none
